X,Y,OBJECTID,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,UNGRADED,TOTAL_STUD,SSL,GIS_ID,WEB_URL,ADDR_ID,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,POPULATION_ENROLLED_2008,X,Y,ADDRID,ZIP_CODE,LONGITUDE,LATITUDE
-77.057205675593821,38.923603282863454,94,Oyster-Adams Bilingual School (Oyster),2801 CALVERT STREET NW,Elementary School,ES,Active,202-671-6130,0,355, ,dcps_292,http://www.oysterbilingualschool.com/,275944,292,292,N,,,,,,395039.6,139526.15,275944,20008,-77.05720337,38.92359583
-77.05232329698579,38.907476955475495,95,School Without Walls @ Francis-Stevens,2425 N STREET NW,Education Campus,EC,Active,202-724-4841,,233, ,dcps_409,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,294544,409,409,N,520,1927,95100,450,165,395461.95,137735.74,294544,20037,-77.052321,38.9074695
-76.999860269867042,38.892903777306003,96,Peabody Elementary School,425 C STREET NE,Elementary School,ES,Active,202-698-3277,,150, ,dcps_301,http://www.capitolhillclusterschool.org/,288145,301,301,N,,,,,,400012.32,136116.7,288145,20002,-76.99985799,38.89289632
-77.004124724810254,38.915227575952777,97,McKinley Technology High School,151 T STREET NE,High School/Specialized,HS,Active,202-281-3950,0,670, ,dcps_458,http://mths.k12.dc.us/,296345,458,458,N,,,,,,399642.48,138594.83,296345,20002,-77.00412244,38.91522012
-76.983079530504611,38.870091507625659,98,Anacostia High School,1601 16TH STREET SE,High School,HS,Active,202-698-2155,,784, ,dcps_450,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,155922,450,450,N,1040,1935,247900,1100,835,401468.56,133584.5,155922,20020,-76.98307725,38.87008406
-76.983705956727562,38.851344350560858,99,Johnson Middle School,1400 BRUCE PLACE SE,Middle School,MS,Active,202-939-3140,0,252, ,dcps_416,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,294520,416,416,N,,1969,277000,,,401414.57,131503.42,294520,20020,-76.98370368,38.85133691
-77.024884758470847,38.910626151177418,100,Seaton Elementary School,1503 10TH STREET NW,Elementary School,ES,Active,202-673-7215,,265, ,dcps_309,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,279203,309,309,N,428,1969,65000,325,311,397841.92,138084.32,279203,20001,-77.02488247,38.9106187
-77.027778635755041,38.943615972158675,101,Roosevelt STAY High School @ MacFarland,4400 IOWA AVENUE NW,Youth Engagement,STAY,Active,202-576-8399,497,497, ,dcps_913,http://www.dcps.dc.gov/DCPS/RSTAY,252605,459,459A,N,,,,,,397592.04,141746.55,294595,20011,-77.02777641,38.94360856
-76.988503051063404,38.90412519953248,102,Wheatley Education Campus,1299 NEAL STREET NE,Education Campus,EC,Active,202-939-5970,,475, ,dcps_335,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,294512,335,335,N,625,1960,103700,400,327,400997.43,137362.43,294512,20002,-76.98850077,38.90411774
-76.991845166813548,38.925185439498108,103,Noyes Elementary School,2725 10TH STREET NE,Elementary School,ES,Active,202-281-2580,,352, ,dcps_290,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,289594,290,290,N,,,,,,400707.33,139700.26,289594,20018,-76.99184288,38.92517798
-77.0239792607167,38.92384021287527,104,Benjamin Banneker High School,800 EUCLID STREET NW,High School/Specialized,HS,Active,202-671-6320,0,413, ,dcps_402,http://www.benjaminbanneker.org/,294496,402,402,N,620,1939,180000,500,391,397920.84,139551.17,294496,20001,-77.02397697,38.92383276
-76.924461439851186,38.900573222055257,105,Burrville Elementary School,801 DIVISION AVENUE NE,Elementary School,ES,Active,202-671-6020,,368, ,dcps_221,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,289787,221,221,N,322,1980,95000,450,424,406552.65,136970.78,289787,20019,-76.92445918,38.90056577
-76.97066933279865,38.902606337901908,106,Browne Education Campus,850 26TH STREET NE,Education Campus,EC,Active,202-671-6210,,384, ,dcps_404,http://www.dcps.dc.gov/DCPS/browne,294501,404,404,Y,835,1932,215400,750,211,402544.36,137194.17,294501,20002,-76.97066706,38.90259888
-77.026434953982346,38.935818665270325,107,Raymond Education Campus,915 SPRING ROAD NW,Elementary School,ES,Active,202-576-6236,,442, ,dcps_302,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,226682,302,302,N,,,,,,397708.28,140880.94,226682,20010,-77.02643266,38.93581121
-77.100529634250321,38.926809293507787,108,Key Elementary School,5001 DANA PLACE NW,Elementary School,ES,Active,202-729-3280,,386, ,dcps_272,http://www.keyschooldc.org,294605,272,272,N,,1929,,,,391283.15,139885.29,294605,20016,-77.10052732,38.92680184
-77.001462132923393,38.884808659486083,109,Brent Elementary School,301 NORTH CAROLINA AVENUE SE,Elementary School,ES,Active,202-698-3363,,347, ,dcps_212,http://www.brentelementary.org,294479,212,212,N,276,1968,47500,325,203,399873.34,135218.08,294479,20003,-77.00145985,38.88480121
-77.065823444488785,38.932734530239237,110,Eaton Elementary School,3301 LOWELL STREET NW,Elementary School,ES,Active,202-282-0103,,457, ,dcps_232,http://www.eatondc.org/,294562,232,232,N,418,1911,49100,400,412,394293.04,140540.3,294562,20008,-77.06582114,38.93272707
-76.957574976610587,38.883090541948107,111,Kimball Elementary School,3375 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6260,,313, ,dcps_259,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,294565,259,259,N,474,1942,83400,400,321,403681.18,135028.21,294565,20019,-76.95757271,38.88308309
-76.999245748950358,38.876803561366202,112,Van Ness Elementary School,1150 5TH STREET SE,Elementary School,ES,Active,202-698-3818,,,,dcps_972,,294508,,,,,,,,,400065.6,134329.49,294508,20003,-76.999244,38.87679645
-77.025750699262304,38.917552564421932,113,Shaw Middle School,2001 10TH STREET NW,Middle School,MS,Not Open,202-673-7329,,,,dcps_971,,294533,,,,,,,,,397767,138853.23,294533,20001,-77.02574879,38.91754511
-77.027778702805023,38.943615975520856,114,MacFarland Middle School,4400 IOWA AVENUE NW,Middle School,MS,Not Open,,,,,dcps_973,,294595,,,,,,,,,397592.04,141746.55,294595,20011,-77.02777641,38.94360856
-77.019240895737639,38.965864741133728,115,New North Middle School,6201 5TH STREET NW,Middle School,MS,Not Open,,,,,dcps_974,,294614,,,,,,,,,398332.71,144216.17,294614,20011,-77.019239,38.965857
-76.991061786419934,38.938483127177349,116,Brookland Middle School,1150 MICHIGAN AVENUE NE,Middle School,MS,Active,202-576-6095,,, ,dcps_975,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,294507,975,975,N,,,,,,400775.13,141176.41,294507,20017,-76.991059,38.938476
-76.984997643212949,38.942020059645863,117,Bunker Hill Elementary School,1401 MICHIGAN AVENUE NE,Elementary School,ES,Active,202-576-6095,,304, ,dcps_346,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,286131,346,346,N,,,,,,401300.77,141569.11,286131,20017,-76.98499564,38.94201247
-77.035860605961034,38.929552227177062,118,Columbia Heights Education Campus 9–12 (CHEC),3101 16TH STREET NW,High School//Specialized,HS,Active,202-939-7700,0,429, ,dcps_976,http://www.checdc.org,234375,475,475,N,,,,,,396890.8,140185.59,234375,20010,-77.03585831,38.92954477
-77.030543533699188,38.944702372594968,119,Dorothy I. Height Elementary,1300 ALLISON STREET NW,Elementary School,ES,Active,202-723-4100,,,,dcps_977,http://profiles.dcps.dc.gov/,255251,,,,,,,,,397352.45,141867.84,255251,20011,-77.030541,38.9447
-76.957807544186082,38.895438059137859,120,River Terrace Education Campus,420 34TH STREET NE,Special Education,EC,Active,202-442-7111,,,,dcps_978,http://profiles.dcps.dc.gov/,294485,,,,,,,,,403660.17,136398.67,294485,20019,-76.957808,38.895429
